GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,WL,PTS,REB,AST
0022300244,2023-11-25,1610612746,LAC,LA Clippers,LAC vs. DAL,1.0,107,57,25
0022300244,2023-11-25,1610612742,DAL,Dallas Mavericks,DAL @ LAC,0.0,88,37,17
0022300239,2023-11-25,1610612760,OKC,Oklahoma City Thunder,OKC vs. PHI,0.0,123,38,29
0022300240,2023-11-25,1610612751,BKN,Brooklyn Nets,BKN vs. MIA,1.0,112,42,27
0022300241,2023-11-25,1610612737,ATL,Atlanta Hawks,ATL @ WAS,1.0,136,49,29
0022300241,2023-11-25,1610612764,WAS,Washington Wizards,WAS vs. ATL,0.0,108,41,33
0022300052,2023-11-24,1610612740,NOP,New Orleans Pelicans,NOP @ LAC,1.0,116,50,26
0022300050,2023-11-24,1610612758,SAC,Sacramento Kings,SAC @ MIN,1.0,124,46,25
0022300046,2023-11-24,1610612741,CHI,Chicago Bulls,CHI @ TOR,0.0,108,37,20
0022300048,2023-11-24,1610612743,DEN,Denver Nuggets,DEN @ HOU,0.0,86,46,17
0022300052,2023-11-24,1610612746,LAC,LA Clippers,LAC vs. NOP,0.0,106,39,27
0022300046,2023-11-24,1610612761,TOR,Toronto Raptors,TOR vs. CHI,1.0,121,40,32
0022300045,2023-11-24,1610612748,MIA,Miami Heat,MIA @ NYK,0.0,98,41,20
0022300051,2023-11-24,1610612744,GSW,Golden State Warriors,GSW vs. SAS,1.0,118,41,35
0022300044,2023-11-24,1610612763,MEM,Memphis Grizzlies,MEM vs. PHX,0.0,89,35,22
0022300051,2023-11-24,1610612759,SAS,San Antonio Spurs,SAS @ GSW,0.0,112,46,28
0022300047,2023-11-24,1610612754,IND,Indiana Pacers,IND vs. DET,1.0,136,40,24
0022300044,2023-11-24,1610612756,PHX,Phoenix Suns,PHX @ MEM,1.0,110,41,22
0022300047,2023-11-24,1610612765,DET,Detroit Pistons,DET @ IND,0.0,113,43,22
0022300045,2023-11-24,1610612752,NYK,New York Knicks,NYK vs. MIA,1.0,100,46,21
0022300049,2023-11-24,1610612764,WAS,Washington Wizards,WAS @ MIL,0.0,128,46,29
0022300048,2023-11-24,1610612745,HOU,Houston Rockets,HOU vs. DEN,1.0,105,49,25
0022300049,2023-11-24,1610612749,MIL,Milwaukee Bucks,MIL vs. WAS,1.0,131,50,28
0022300043,2023-11-24,1610612738,BOS,Boston Celtics,BOS @ ORL,0.0,96,31,17
0022300050,2023-11-24,1610612750,MIN,Minnesota Timberwolves,MIN vs. SAC,0.0,111,44,25
0022300043,2023-11-24,1610612753,ORL,Orlando Magic,ORL vs. BOS,1.0,113,48,23
0022300227,2023-11-22,1610612737,ATL,Atlanta Hawks,ATL vs. BKN,1.0,147,58,24
0022300229,2023-11-22,1610612739,CLE,Cleveland Cavaliers,CLE vs. MIA,0.0,96,34,25
0022300232,2023-11-22,1610612750,MIN,Minnesota Timberwolves,MIN vs. PHI,1.0,112,48,28
0022300227,2023-11-22,1610612751,BKN,Brooklyn Nets,BKN @ ATL,0.0,145,59,28
0022300229,2023-11-22,1610612748,MIA,Miami Heat,MIA @ CLE,1.0,129,41,30
0022300228,2023-11-22,1610612738,BOS,Boston Celtics,BOS vs. MIL,1.0,119,43,27
0022300228,2023-11-22,1610612749,MIL,Milwaukee Bucks,MIL @ BOS,0.0,116,47,23
0022300236,2023-11-22,1610612756,PHX,Phoenix Suns,PHX vs. GSW,1.0,123,43,22
0022300232,2023-11-22,1610612755,PHI,Philadelphia 76ers,PHI @ MIN,0.0,99,48,21
0022300226,2023-11-22,1610612743,DEN,Denver Nuggets,DEN @ ORL,0.0,119,42,29
0022300226,2023-11-22,1610612753,ORL,Orlando Magic,ORL vs. DEN,1.0,124,41,27
0022300234,2023-11-22,1610612760,OKC,Oklahoma City Thunder,OKC vs. CHI,1.0,116,45,24
0022300231,2023-11-22,1610612745,HOU,Houston Rockets,HOU vs. MEM,1.0,111,49,22
0022300238,2023-11-22,1610612742,DAL,Dallas Mavericks,DAL @ LAL,1.0,104,48,21
0022300225,2023-11-22,1610612764,WAS,Washington Wizards,WAS @ CHA,0.0,114,47,26
0022300236,2023-11-22,1610612744,GSW,Golden State Warriors,GSW @ PHX,0.0,115,43,29
0022300231,2023-11-22,1610612763,MEM,Memphis Grizzlies,MEM @ HOU,0.0,91,46,17
0022300238,2023-11-22,1610612747,LAL,Los Angeles Lakers,LAL vs. DAL,0.0,101,51,26
0022300234,2023-11-22,1610612741,CHI,Chicago Bulls,CHI @ OKC,0.0,102,38,22
0022300225,2023-11-22,1610612766,CHA,Charlotte Hornets,CHA vs. WAS,1.0,117,49,27
0022300230,2023-11-22,1610612754,IND,Indiana Pacers,IND vs. TOR,0.0,131,31,33
0022300237,2023-11-22,1610612762,UTA,Utah Jazz,UTA @ POR,0.0,105,44,25
0022300235,2023-11-22,1610612746,LAC,LA Clippers,LAC @ SAS,1.0,109,50,29
0022300237,2023-11-22,1610612757,POR,Portland Trail Blazers,POR vs. UTA,1.0,121,37,31
0022300233,2023-11-22,1610612758,SAC,Sacramento Kings,SAC @ NOP,0.0,112,38,22
0022300230,2023-11-22,1610612761,TOR,Toronto Raptors,TOR @ IND,1.0,132,46,26
0022300235,2023-11-22,1610612759,SAS,San Antonio Spurs,SAS vs. LAC,0.0,102,44,26
0022300233,2023-11-22,1610612740,NOP,New Orleans Pelicans,NOP vs. SAC,1.0,117,48,23
0022300039,2023-11-21,1610612737,ATL,Atlanta Hawks,ATL vs. IND,0.0,152,39,28
0022300042,2023-11-21,1610612762,UTA,Utah Jazz,UTA @ LAL,0.0,99,42,25
0022300038,2023-11-21,1610612753,ORL,Orlando Magic,ORL vs. TOR,1.0,126,40,31
0022300039,2023-11-21,1610612754,IND,Indiana Pacers,IND @ ATL,1.0,157,29,35
0022300040,2023-11-21,1610612739,CLE,Cleveland Cavaliers,CLE @ PHI,1.0,122,56,33
0022300040,2023-11-21,1610612755,PHI,Philadelphia 76ers,PHI vs. CLE,0.0,119,44,19
0022300041,2023-11-21,1610612757,POR,Portland Trail Blazers,POR @ PHX,0.0,107,30,20
0022300038,2023-11-21,1610612761,TOR,Toronto Raptors,TOR @ ORL,0.0,107,38,29
0022300042,2023-11-21,1610612747,LAL,Los Angeles Lakers,LAL vs. UTA,1.0,131,52,35
0022300041,2023-11-21,1610612756,PHX,Phoenix Suns,PHX vs. POR,1.0,120,38,26
0022300217,2023-11-20,1610612738,BOS,Boston Celtics,BOS @ CHA,0.0,118,48,19
0022300217,2023-11-20,1610612766,CHA,Charlotte Hornets,CHA vs. BOS,1.0,121,57,29
0022300221,2023-11-20,1610612750,MIN,Minnesota Timberwolves,MIN vs. NYK,1.0,117,44,30
0022300220,2023-11-20,1610612741,CHI,Chicago Bulls,CHI vs. MIA,0.0,100,36,21
0022300221,2023-11-20,1610612752,NYK,New York Knicks,NYK @ MIN,0.0,100,50,16
0022300218,2023-11-20,1610612743,DEN,Denver Nuggets,DEN @ DET,1.0,107,43,30
0022300220,2023-11-20,1610612748,MIA,Miami Heat,MIA @ CHI,1.0,118,43,31
0022300218,2023-11-20,1610612765,DET,Detroit Pistons,DET vs. DEN,0.0,103,43,21
0022300222,2023-11-20,1610612740,NOP,New Orleans Pelicans,NOP vs. SAC,1.0,129,55,38
0022300219,2023-11-20,1610612764,WAS,Washington Wizards,WAS vs. MIL,0.0,129,26,29
0022300222,2023-11-20,1610612758,SAC,Sacramento Kings,SAC @ NOP,0.0,93,36,27
0022300219,2023-11-20,1610612749,MIL,Milwaukee Bucks,MIL @ WAS,1.0,142,55,33
0022300224,2023-11-20,1610612744,GSW,Golden State Warriors,GSW vs. HOU,1.0,121,43,26
0022300224,2023-11-20,1610612745,HOU,Houston Rockets,HOU @ GSW,0.0,116,48,28
0022300223,2023-11-20,1610612746,LAC,LA Clippers,LAC @ SAS,1.0,124,51,30
0022300223,2023-11-20,1610612759,SAS,San Antonio Spurs,SAS vs. LAC,0.0,99,49,23
0022300211,2023-11-19,1610612765,DET,Detroit Pistons,DET @ TOR,0.0,113,41,25
0022300214,2023-11-19,1610612756,PHX,Phoenix Suns,PHX @ UTA,1.0,140,44,36
0022300211,2023-11-19,1610612761,TOR,Toronto Raptors,TOR vs. DET,1.0,142,47,44
0022300210,2023-11-19,1610612739,CLE,Cleveland Cavaliers,CLE vs. DEN,1.0,121,47,30
0022300208,2023-11-19,1610612751,BKN,Brooklyn Nets,BKN vs. PHI,0.0,99,45,24
0022300208,2023-11-19,1610612755,PHI,Philadelphia 76ers,PHI @ BKN,1.0,121,44,32
0022300213,2023-11-19,1610612763,MEM,Memphis Grizzlies,MEM vs. BOS,0.0,100,42,28
0022300213,2023-11-19,1610612738,BOS,Boston Celtics,BOS @ MEM,1.0,102,45,20
0022300212,2023-11-19,1610612742,DAL,Dallas Mavericks,DAL vs. SAC,0.0,113,40,23
0022300216,2023-11-19,1610612745,HOU,Houston Rockets,HOU @ LAL,0.0,104,34,35
0022300210,2023-11-19,1610612743,DEN,Denver Nuggets,DEN @ CLE,0.0,109,33,23
0022300216,2023-11-19,1610612747,LAL,Los Angeles Lakers,LAL vs. HOU,1.0,105,42,26
0022300212,2023-11-19,1610612758,SAC,Sacramento Kings,SAC @ DAL,1.0,129,48,34
0022300209,2023-11-19,1610612753,ORL,Orlando Magic,ORL @ IND,1.0,128,42,21
0022300209,2023-11-19,1610612754,IND,Indiana Pacers,IND vs. ORL,0.0,116,40,24
0022300215,2023-11-19,1610612757,POR,Portland Trail Blazers,POR vs. OKC,0.0,91,31,21
0022300214,2023-11-19,1610612762,UTA,Utah Jazz,UTA vs. PHX,0.0,137,59,27
0022300215,2023-11-19,1610612760,OKC,Oklahoma City Thunder,OKC @ POR,1.0,134,43,28
0022300203,2023-11-18,1610612740,NOP,New Orleans Pelicans,NOP vs. MIN,0.0,120,40,27
0022300207,2023-11-18,1610612744,GSW,Golden State Warriors,GSW vs. OKC,0.0,123,49,33
0022300203,2023-11-18,1610612750,MIN,Minnesota Timberwolves,MIN @ NOP,1.0,121,33,29
0022300206,2023-11-18,1610612759,SAS,San Antonio Spurs,SAS vs. MEM,0.0,108,40,26
0022300207,2023-11-18,1610612760,OKC,Oklahoma City Thunder,OKC @ GSW,1.0,130,47,26
0022300206,2023-11-18,1610612763,MEM,Memphis Grizzlies,MEM @ SAS,1.0,120,45,23
0022300205,2023-11-18,1610612742,DAL,Dallas Mavericks,DAL @ MIL,0.0,125,49,27
0022300205,2023-11-18,1610612749,MIL,Milwaukee Bucks,MIL vs. DAL,1.0,132,41,29
0022300202,2023-11-18,1610612752,NYK,New York Knicks,NYK @ CHA,1.0,122,47,27
0022300202,2023-11-18,1610612766,CHA,Charlotte Hornets,CHA vs. NYK,0.0,108,36,29
0022300204,2023-11-18,1610612741,CHI,Chicago Bulls,CHI vs. MIA,1.0,102,44,24
0022300204,2023-11-18,1610612748,MIA,Miami Heat,MIA @ CHI,0.0,97,34,23
0022300034,2023-11-17,1610612740,NOP,New Orleans Pelicans,NOP vs. DEN,1.0,115,39,33
0022300037,2023-11-17,1610612745,HOU,Houston Rockets,HOU @ LAC,0.0,100,47,24
0022300034,2023-11-17,1610612743,DEN,Denver Nuggets,DEN @ NOP,0.0,110,51,37
0022300027,2023-11-17,1610612766,CHA,Charlotte Hornets,CHA vs. MIL,0.0,99,43,18
0022300030,2023-11-17,1610612739,CLE,Cleveland Cavaliers,CLE vs. DET,1.0,108,39,21
0022300030,2023-11-17,1610612765,DET,Detroit Pistons,DET @ CLE,0.0,100,51,20
0022300027,2023-11-17,1610612749,MIL,Milwaukee Bucks,MIL @ CHA,1.0,130,49,32
0022300035,2023-11-17,1610612762,UTA,Utah Jazz,UTA vs. PHX,0.0,128,39,27
0022300036,2023-11-17,1610612747,LAL,Los Angeles Lakers,LAL @ POR,1.0,107,44,27
0022300028,2023-11-17,1610612764,WAS,Washington Wizards,WAS vs. NYK,0.0,99,32,25
0022300029,2023-11-17,1610612737,ATL,Atlanta Hawks,ATL vs. PHI,0.0,116,39,24
0022300028,2023-11-17,1610612752,NYK,New York Knicks,NYK @ WAS,1.0,120,48,26
0022300029,2023-11-17,1610612755,PHI,Philadelphia 76ers,PHI @ ATL,1.0,126,43,32
0022300037,2023-11-17,1610612746,LAC,LA Clippers,LAC vs. HOU,1.0,106,47,22
0022300032,2023-11-17,1610612759,SAS,San Antonio Spurs,SAS vs. SAC,0.0,120,42,33
0022300036,2023-11-17,1610612757,POR,Portland Trail Blazers,POR vs. LAL,0.0,95,48,17
0022300031,2023-11-17,1610612738,BOS,Boston Celtics,BOS @ TOR,1.0,108,44,29
0022300033,2023-11-17,1610612741,CHI,Chicago Bulls,CHI vs. ORL,0.0,97,34,19
0022300031,2023-11-17,1610612761,TOR,Toronto Raptors,TOR vs. BOS,0.0,105,41,29
0022300035,2023-11-17,1610612756,PHX,Phoenix Suns,PHX @ UTA,1.0,131,36,35
0022300032,2023-11-17,1610612758,SAC,Sacramento Kings,SAC @ SAS,1.0,129,42,31
0022300033,2023-11-17,1610612753,ORL,Orlando Magic,ORL @ CHI,1.0,103,46,24
0022300201,2023-11-16,1610612744,GSW,Golden State Warriors,GSW vs. OKC,0.0,109,49,27
0022300201,2023-11-16,1610612760,OKC,Oklahoma City Thunder,OKC @ GSW,1.0,128,42,31
0022300200,2023-11-16,1610612751,BKN,Brooklyn Nets,BKN @ MIA,0.0,115,40,29
0022300200,2023-11-16,1610612748,MIA,Miami Heat,MIA vs. BKN,1.0,122,32,26
0022300194,2023-11-15,1610612738,BOS,Boston Celtics,BOS @ PHI,1.0,117,45,23
0022300199,2023-11-15,1610612739,CLE,Cleveland Cavaliers,CLE @ POR,1.0,109,47,23
0022300199,2023-11-15,1610612757,POR,Portland Trail Blazers,POR vs. CLE,0.0,95,30,24
0022300194,2023-11-15,1610612755,PHI,Philadelphia 76ers,PHI vs. BOS,0.0,107,41,18
0022300197,2023-11-15,1610612750,MIN,Minnesota Timberwolves,MIN @ PHX,0.0,115,40,18
0022300196,2023-11-15,1610612753,ORL,Orlando Magic,ORL @ CHI,1.0,96,46,20
0022300196,2023-11-15,1610612741,CHI,Chicago Bulls,CHI vs. ORL,0.0,94,53,16
0022300197,2023-11-15,1610612756,PHX,Phoenix Suns,PHX vs. MIN,1.0,133,32,31
0022300193,2023-11-15,1610612737,ATL,Atlanta Hawks,ATL vs. NYK,0.0,114,30,28
0022300193,2023-11-15,1610612752,NYK,New York Knicks,NYK @ ATL,1.0,116,42,29
0022300198,2023-11-15,1610612747,LAL,Los Angeles Lakers,LAL vs. SAC,0.0,110,43,25
0022300192,2023-11-15,1610612742,DAL,Dallas Mavericks,DAL @ WAS,1.0,130,46,32
0022300195,2023-11-15,1610612761,TOR,Toronto Raptors,TOR vs. MIL,0.0,112,55,28
0022300198,2023-11-15,1610612758,SAC,Sacramento Kings,SAC @ LAL,1.0,125,45,31
0022300195,2023-11-15,1610612749,MIL,Milwaukee Bucks,MIL @ TOR,1.0,128,41,25
0022300192,2023-11-15,1610612764,WAS,Washington Wizards,WAS vs. DAL,0.0,117,46,23
0022300022,2023-11-14,1610612742,DAL,Dallas Mavericks,DAL @ NOP,0.0,110,45,25
0022300020,2023-11-14,1610612751,BKN,Brooklyn Nets,BKN vs. ORL,1.0,124,44,22
0022300019,2023-11-14,1610612755,PHI,Philadelphia 76ers,PHI vs. IND,0.0,126,38,22
0022300019,2023-11-14,1610612754,IND,Indiana Pacers,IND @ PHI,1.0,132,41,32
0022300026,2023-11-14,1610612747,LAL,Los Angeles Lakers,LAL vs. MEM,1.0,134,54,30
0022300026,2023-11-14,1610612763,MEM,Memphis Grizzlies,MEM @ LAL,0.0,107,33,28
0022300025,2023-11-14,1610612750,MIN,Minnesota Timberwolves,MIN @ GSW,1.0,104,42,24
0022300021,2023-11-14,1610612759,SAS,San Antonio Spurs,SAS @ OKC,0.0,87,43,24
0022300017,2023-11-14,1610612748,MIA,Miami Heat,MIA @ CHA,1.0,111,42,26
0022300017,2023-11-14,1610612766,CHA,Charlotte Hornets,CHA vs. MIA,0.0,105,45,21
0022300021,2023-11-14,1610612760,OKC,Oklahoma City Thunder,OKC vs. SAS,1.0,123,40,34
0022300025,2023-11-14,1610612744,GSW,Golden State Warriors,GSW vs. MIN,0.0,101,46,28
0022300020,2023-11-14,1610612753,ORL,Orlando Magic,ORL @ BKN,0.0,104,37,23
0022300024,2023-11-14,1610612743,DEN,Denver Nuggets,DEN vs. LAC,1.0,111,36,26
0022300022,2023-11-14,1610612740,NOP,New Orleans Pelicans,NOP vs. DAL,1.0,131,42,33
0022300018,2023-11-14,1610612737,ATL,Atlanta Hawks,ATL @ DET,1.0,126,41,28
0022300024,2023-11-14,1610612746,LAC,LA Clippers,LAC @ DEN,0.0,108,42,21
0022300018,2023-11-14,1610612765,DET,Detroit Pistons,DET vs. ATL,0.0,120,42,36
0022300023,2023-11-14,1610612762,UTA,Utah Jazz,UTA vs. POR,1.0,115,52,26
0022300023,2023-11-14,1610612757,POR,Portland Trail Blazers,POR @ UTA,0.0,99,43,23
0022300188,2023-11-13,1610612738,BOS,Boston Celtics,BOS vs. NYK,1.0,114,37,27
0022300188,2023-11-13,1610612752,NYK,New York Knicks,NYK @ BOS,0.0,98,37,17
0022300189,2023-11-13,1610612764,WAS,Washington Wizards,WAS @ TOR,0.0,107,38,32
0022300191,2023-11-13,1610612758,SAC,Sacramento Kings,SAC vs. CLE,1.0,132,37,32
0022300191,2023-11-13,1610612739,CLE,Cleveland Cavaliers,CLE @ SAC,0.0,120,39,24
0022300190,2023-11-13,1610612741,CHI,Chicago Bulls,CHI @ MIL,0.0,109,47,24
0022300189,2023-11-13,1610612761,TOR,Toronto Raptors,TOR vs. WAS,1.0,111,48,28
0022300190,2023-11-13,1610612749,MIL,Milwaukee Bucks,MIL vs. CHI,1.0,118,53,23
0022300183,2023-11-12,1610612740,NOP,New Orleans Pelicans,NOP vs. DAL,0.0,124,54,31
0022300178,2023-11-12,1610612751,BKN,Brooklyn Nets,BKN vs. WAS,1.0,102,66,22
0022300185,2023-11-12,1610612756,PHX,Phoenix Suns,PHX vs. OKC,0.0,99,51,20
0022300178,2023-11-12,1610612764,WAS,Washington Wizards,WAS @ BKN,0.0,94,42,20
0022300183,2023-11-12,1610612742,DAL,Dallas Mavericks,DAL @ NOP,1.0,136,42,29
0022300185,2023-11-12,1610612760,OKC,Oklahoma City Thunder,OKC @ PHX,1.0,111,33,23
0022300177,2023-11-12,1610612752,NYK,New York Knicks,NYK vs. CHA,1.0,129,40,25
0022300177,2023-11-12,1610612766,CHA,Charlotte Hornets,CHA @ NYK,0.0,107,36,21
0022300187,2023-11-12,1610612747,LAL,Los Angeles Lakers,LAL vs. POR,1.0,116,41,27
0022300180,2023-11-12,1610612754,IND,Indiana Pacers,IND @ PHI,0.0,126,32,31
0022300186,2023-11-12,1610612744,GSW,Golden State Warriors,GSW vs. MIN,0.0,110,51,24
0022300179,2023-11-12,1610612746,LAC,LA Clippers,LAC vs. MEM,0.0,101,41,26
0022300186,2023-11-12,1610612750,MIN,Minnesota Timberwolves,MIN @ GSW,1.0,116,47,27
0022300187,2023-11-12,1610612757,POR,Portland Trail Blazers,POR @ LAL,0.0,110,38,29
0022300180,2023-11-12,1610612755,PHI,Philadelphia 76ers,PHI vs. IND,1.0,137,54,28
0022300182,2023-11-12,1610612743,DEN,Denver Nuggets,DEN @ HOU,0.0,104,49,24
0022300179,2023-11-12,1610612763,MEM,Memphis Grizzlies,MEM @ LAC,1.0,105,41,25
0022300182,2023-11-12,1610612745,HOU,Houston Rockets,HOU vs. DEN,1.0,107,45,20
0022300181,2023-11-12,1610612741,CHI,Chicago Bulls,CHI vs. DET,1.0,119,40,22
0022300184,2023-11-12,1610612748,MIA,Miami Heat,MIA @ SAS,1.0,118,41,26
0022300181,2023-11-12,1610612765,DET,Detroit Pistons,DET @ CHI,0.0,108,49,26
0022300184,2023-11-12,1610612759,SAS,San Antonio Spurs,SAS vs. MIA,0.0,113,50,35
0022300173,2023-11-11,1610612749,MIL,Milwaukee Bucks,MIL @ ORL,0.0,97,36,25
0022300175,2023-11-11,1610612737,ATL,Atlanta Hawks,ATL vs. MIA,0.0,109,48,23
0022300175,2023-11-11,1610612748,MIA,Miami Heat,MIA @ ATL,1.0,117,39,23
0022300174,2023-11-11,1610612738,BOS,Boston Celtics,BOS vs. TOR,1.0,117,46,30
0022300176,2023-11-11,1610612739,CLE,Cleveland Cavaliers,CLE @ GSW,1.0,118,45,23
0022300173,2023-11-11,1610612753,ORL,Orlando Magic,ORL vs. MIL,1.0,112,43,24
0022300174,2023-11-11,1610612761,TOR,Toronto Raptors,TOR @ BOS,0.0,94,37,25
0022300176,2023-11-11,1610612744,GSW,Golden State Warriors,GSW vs. CLE,0.0,110,55,26
0022300009,2023-11-10,1610612764,WAS,Washington Wizards,WAS vs. CHA,0.0,117,36,28
0022300015,2023-11-10,1610612747,LAL,Los Angeles Lakers,LAL @ PHX,1.0,122,43,27
0022300011,2023-11-10,1610612740,NOP,New Orleans Pelicans,NOP @ HOU,0.0,101,49,12
0022300013,2023-11-10,1610612750,MIN,Minnesota Timberwolves,MIN @ SAS,1.0,117,51,23
0022300012,2023-11-10,1610612762,UTA,Utah Jazz,UTA @ MEM,1.0,127,38,28
0022300011,2023-11-10,1610612745,HOU,Houston Rockets,HOU vs. NOP,1.0,104,42,20
0022300015,2023-11-10,1610612756,PHX,Phoenix Suns,PHX vs. LAL,0.0,119,52,22
0022300014,2023-11-10,1610612742,DAL,Dallas Mavericks,DAL vs. LAC,1.0,144,41,30
0022300009,2023-11-10,1610612766,CHA,Charlotte Hornets,CHA @ WAS,1.0,124,67,31
0022300010,2023-11-10,1610612751,BKN,Brooklyn Nets,BKN @ BOS,0.0,107,46,26
0022300014,2023-11-10,1610612746,LAC,LA Clippers,LAC @ DAL,0.0,126,47,21
0022300010,2023-11-10,1610612738,BOS,Boston Celtics,BOS vs. BKN,1.0,121,52,29
0022300016,2023-11-10,1610612760,OKC,Oklahoma City Thunder,OKC @ SAC,0.0,98,38,22
0022300012,2023-11-10,1610612763,MEM,Memphis Grizzlies,MEM vs. UTA,0.0,121,37,23
0022300016,2023-11-10,1610612758,SAC,Sacramento Kings,SAC vs. OKC,1.0,105,52,28
0022300013,2023-11-10,1610612759,SAS,San Antonio Spurs,SAS vs. MIN,0.0,110,38,29
0022300008,2023-11-10,1610612755,PHI,Philadelphia 76ers,PHI @ DET,1.0,114,46,23
0022300008,2023-11-10,1610612765,DET,Detroit Pistons,DET vs. PHI,0.0,106,48,28
0022300172,2023-11-09,1610612753,ORL,Orlando Magic,ORL vs. ATL,0.0,119,47,19
0022300172,2023-11-09,1610612737,ATL,Atlanta Hawks,ATL @ ORL,1.0,120,36,22
0022300171,2023-11-09,1610612749,MIL,Milwaukee Bucks,MIL @ IND,0.0,124,41,23
0022300171,2023-11-09,1610612754,IND,Indiana Pacers,IND vs. MIL,1.0,126,40,27
0022300158,2023-11-08,1610612754,IND,Indiana Pacers,IND vs. UTA,1.0,134,46,26
0022300168,2023-11-08,1610612761,TOR,Toronto Raptors,TOR @ DAL,1.0,127,50,27
0022300169,2023-11-08,1610612744,GSW,Golden State Warriors,GSW @ DEN,0.0,105,49,21
0022300163,2023-11-08,1610612745,HOU,Houston Rockets,HOU vs. LAL,1.0,128,57,26
0022300158,2023-11-08,1610612762,UTA,Utah Jazz,UTA @ IND,0.0,118,47,26
0022300165,2023-11-08,1610612749,MIL,Milwaukee Bucks,MIL vs. DET,1.0,120,36,19
0022300170,2023-11-08,1610612757,POR,Portland Trail Blazers,POR @ SAC,0.0,118,36,26
0022300163,2023-11-08,1610612747,LAL,Los Angeles Lakers,LAL @ HOU,0.0,94,34,20
0022300170,2023-11-08,1610612758,SAC,Sacramento Kings,SAC vs. POR,1.0,121,50,32
0022300161,2023-11-08,1610612752,NYK,New York Knicks,NYK vs. SAS,1.0,126,47,28
0022300159,2023-11-08,1610612738,BOS,Boston Celtics,BOS @ PHI,0.0,103,43,28
0022300164,2023-11-08,1610612748,MIA,Miami Heat,MIA @ MEM,1.0,108,44,22
0022300159,2023-11-08,1610612755,PHI,Philadelphia 76ers,PHI vs. BOS,1.0,106,56,20
0022300161,2023-11-08,1610612759,SAS,San Antonio Spurs,SAS @ NYK,0.0,105,46,31
0022300160,2023-11-08,1610612746,LAC,LA Clippers,LAC @ BKN,0.0,93,51,22
0022300157,2023-11-08,1610612764,WAS,Washington Wizards,WAS @ CHA,1.0,132,40,26
0022300160,2023-11-08,1610612751,BKN,Brooklyn Nets,BKN vs. LAC,1.0,100,49,22
0022300165,2023-11-08,1610612765,DET,Detroit Pistons,DET @ MIL,0.0,118,53,28
0022300162,2023-11-08,1610612741,CHI,Chicago Bulls,CHI vs. PHX,0.0,115,39,30
0022300164,2023-11-08,1610612763,MEM,Memphis Grizzlies,MEM vs. MIA,0.0,102,38,20
0022300166,2023-11-08,1610612740,NOP,New Orleans Pelicans,NOP @ MIN,0.0,101,40,23
0022300162,2023-11-08,1610612756,PHX,Phoenix Suns,PHX @ CHI,1.0,116,54,32
0022300166,2023-11-08,1610612750,MIN,Minnesota Timberwolves,MIN vs. NOP,1.0,122,48,30
0022300168,2023-11-08,1610612742,DAL,Dallas Mavericks,DAL vs. TOR,0.0,116,38,25
0022300167,2023-11-08,1610612739,CLE,Cleveland Cavaliers,CLE @ OKC,0.0,120,41,26
0022300169,2023-11-08,1610612743,DEN,Denver Nuggets,DEN vs. GSW,1.0,108,45,24
0022300167,2023-11-08,1610612760,OKC,Oklahoma City Thunder,OKC vs. CLE,1.0,128,41,23
0022300157,2023-11-08,1610612766,CHA,Charlotte Hornets,CHA vs. WAS,0.0,116,47,17
0022300153,2023-11-06,1610612758,SAC,Sacramento Kings,SAC @ HOU,0.0,97,34,22
0022300154,2023-11-06,1610612750,MIN,Minnesota Timberwolves,MIN vs. BOS,1.0,114,45,26
0022300148,2023-11-06,1610612755,PHI,Philadelphia 76ers,PHI vs. WAS,1.0,146,45,37
0022300149,2023-11-06,1610612749,MIL,Milwaukee Bucks,MIL @ BKN,1.0,129,48,26
0022300146,2023-11-06,1610612759,SAS,San Antonio Spurs,SAS @ IND,0.0,111,36,26
0022300146,2023-11-06,1610612754,IND,Indiana Pacers,IND vs. SAS,1.0,152,49,38
0022300147,2023-11-06,1610612753,ORL,Orlando Magic,ORL vs. DAL,0.0,102,38,27
0022300147,2023-11-06,1610612742,DAL,Dallas Mavericks,DAL @ ORL,1.0,117,31,21
0022300155,2023-11-06,1610612737,ATL,Atlanta Hawks,ATL @ OKC,0.0,117,59,27
0022300152,2023-11-06,1610612741,CHI,Chicago Bulls,CHI vs. UTA,1.0,130,36,26
0022300152,2023-11-06,1610612762,UTA,Utah Jazz,UTA @ CHI,0.0,113,52,32
0022300156,2023-11-06,1610612740,NOP,New Orleans Pelicans,NOP @ DEN,0.0,116,38,24
0022300155,2023-11-06,1610612760,OKC,Oklahoma City Thunder,OKC vs. ATL,1.0,126,49,27
0022300156,2023-11-06,1610612743,DEN,Denver Nuggets,DEN vs. NOP,1.0,134,45,37
0022300154,2023-11-06,1610612738,BOS,Boston Celtics,BOS @ MIN,0.0,109,45,20
0022300148,2023-11-06,1610612764,WAS,Washington Wizards,WAS @ PHI,0.0,128,38,31
0022300145,2023-11-06,1610612744,GSW,Golden State Warriors,GSW @ DET,1.0,120,44,26
0022300150,2023-11-06,1610612747,LAL,Los Angeles Lakers,LAL @ MIA,0.0,107,38,28
0022300151,2023-11-06,1610612746,LAC,LA Clippers,LAC @ NYK,0.0,97,31,21
0022300149,2023-11-06,1610612751,BKN,Brooklyn Nets,BKN vs. MIL,0.0,125,46,22
